City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
370,Matagami,1,CA,1587212198,73,49.75,-77.63,24.8,9.17
371,Berlevåg,97,NO,1587212198,83,70.86,29.09,36.14,17.27
372,Port Elizabeth,10,ZA,1587212198,64,-33.92,25.57,75.2,14.99
373,Ust'-Kulom,100,RU,1587212199,88,61.69,53.69,39.36,4.05
374,Clyde River,90,CA,1587212199,85,70.47,-68.59,12.2,17.22
375,Vila Franca do Campo,20,PT,1587212199,72,37.72,-25.43,62.6,12.75
376,Necochea,0,AR,1587212199,76,-38.55,-58.74,61.0,15.01
377,Kavaratti,56,IN,1587212199,68,10.57,72.64,85.75,8.08
378,Pizarro,98,CO,1587212200,88,4.95,-77.37,76.91,7.74
379,Normandin,40,CA,1587212200,54,48.83,-72.53,28.4,17.22
380,Isangel,100,VU,1587212200,82,-19.55,169.27,79.07,9.66
381,Pontiac,40,US,1587212097,92,42.64,-83.29,35.01,4.7
382,Jalu,0,LY,1587212200,16,29.03,21.55,81.97,3.22
383,Kouroussa,96,GN,1587212200,29,10.65,-9.88,96.24,6.71
384,Tommot,100,RU,1587212201,87,58.96,126.29,13.69,2.37
385,Sabang,29,ID,1587212201,73,5.89,95.32,83.95,6.11
386,Olbia,40,IT,1587212201,68,40.92,9.49,68.0,11.41
387,Comodoro Rivadavia,49,AR,1587212199,66,-45.87,-67.5,53.6,6.93
388,Kaa-Khem,8,RU,1587212201,36,51.68,94.73,48.13,5.44
389,La Libertad,75,EC,1587212202,83,-2.23,-80.9,77.0,3.2
390,Sakaiminato,75,JP,1587212202,76,35.55,133.23,55.4,12.75
391,Constantine,40,DZ,1587212069,47,36.37,6.61,78.8,3.36
392,San Quintín,50,MX,1587212202,75,30.48,-115.95,57.51,9.98
393,Yulara,20,AU,1587212203,28,-25.24,130.99,80.6,6.93
394,Lewisville,5,US,1587212203,81,33.05,-96.99,44.01,5.01
395,Micheweni,100,TZ,1587212204,83,-4.97,39.83,80.85,13.44
396,Līsakovsk,100,KZ,1587212204,49,52.54,62.49,56.64,15.21
397,Belaya Rechka,40,RU,1587212204,29,43.44,43.53,62.6,4.47
398,Gojra,32,PK,1587212205,29,31.15,72.69,88.21,6.06
399,Shunyi,100,CN,1587212205,39,40.12,116.65,73.0,4.47
400,Sirte,0,LY,1587212205,42,31.21,16.59,72.45,9.1
401,Prescott,1,US,1587212122,86,34.54,-112.47,39.2,3.36
402,Cidreira,24,BR,1587212205,78,-30.18,-50.21,66.99,1.41
403,Puerto Baquerizo Moreno,96,EC,1587212206,83,-0.9,-89.6,77.95,8.5
404,Powell River,75,CA,1587212206,81,49.85,-124.54,46.4,3.36
405,Poronaysk,10,RU,1587212207,91,49.22,143.12,33.78,7.0
406,Acapulco de Juárez,20,MX,1587212207,65,16.86,-99.89,77.0,3.24
407,Ust-Kuyga,4,RU,1587212207,83,70.02,135.6,-8.07,1.48
408,Lata,69,PT,1587212208,55,40.16,-8.33,72.0,3.62
409,Makakilo City,1,US,1587212208,88,21.35,-158.09,73.4,8.12
410,Vitim,98,RU,1587212209,89,59.45,112.56,19.53,6.93
411,Rabaul,100,PG,1587212209,78,-4.2,152.17,81.54,2.68
412,‘Āhuimanu,40,US,1587212210,54,21.44,-157.84,78.8,10.29
413,Perth,75,AU,1587211940,93,-31.93,115.83,66.99,4.7
414,Wajima,28,JP,1587212211,88,37.4,136.9,52.32,4.79
415,Chernyshevskiy,40,RU,1587212211,90,63.01,112.47,10.9,5.73
416,Westport,90,US,1587211923,100,41.14,-73.36,41.0,9.17
417,Mujiayingzi,100,CN,1587212211,28,42.12,118.78,56.12,7.18
418,Beni Suef,0,EG,1587212211,24,29.07,31.1,84.22,13.94
419,Eshowe,0,ZA,1587212211,51,-28.89,31.47,76.75,8.34
420,Mugumu,96,TZ,1587212212,61,-1.85,34.7,68.47,7.05
421,Huron,64,US,1587212212,90,41.15,-82.55,33.01,4.0
422,Wasilla,90,US,1587212213,87,61.58,-149.44,42.8,5.82
423,Quesnel,1,CA,1587212213,74,53.0,-122.5,32.0,3.36
424,Offa,63,NG,1587212213,40,8.15,4.72,94.05,6.98
425,Teahupoo,20,PF,1587212213,83,-17.83,-149.27,80.01,2.24
426,Tilichiki,0,RU,1587212214,91,60.47,166.1,5.22,10.09
427,Guilin,75,CN,1587212215,94,25.28,110.29,71.6,2.48
428,Udimskiy,96,RU,1587212215,65,61.14,45.91,41.32,3.22
429,Mozhaysk,96,RU,1587212215,57,55.5,36.03,43.25,14.38
430,Agüimes,75,ES,1587212215,56,27.91,-15.45,71.6,8.05
431,Zhigansk,0,RU,1587212215,91,66.77,123.37,6.76,12.57
432,Faya,40,SA,1587212216,44,18.39,42.45,80.6,11.41
433,Lokoja,73,NG,1587212216,48,7.8,6.74,94.03,5.44
434,Amapá,100,BR,1587212216,89,1.0,-52.0,75.76,1.36
435,Dubno,18,UA,1587212217,21,50.42,25.73,51.8,2.24
436,Hualmay,43,PE,1587212217,81,-11.1,-77.61,69.94,5.66
437,Skellefteå,0,SE,1587212217,36,64.75,20.95,46.4,13.87
438,Meulaboh,57,ID,1587212217,76,4.14,96.13,81.97,2.84
439,Vila,75,PT,1587212118,87,42.03,-8.16,57.2,6.93
440,Raymondville,90,US,1587212218,100,26.48,-97.78,78.01,3.36
441,Moree,18,AU,1587212218,43,-29.47,149.85,55.4,3.36
442,Trindade,75,BR,1587212218,94,-16.65,-49.49,71.6,4.7
443,Yerbogachën,17,RU,1587211924,87,61.28,108.01,17.89,7.52
444,Nanortalik,89,GL,1587212219,90,60.14,-45.24,28.4,8.46
445,Kaeo,20,NZ,1587212219,94,-35.1,173.78,60.01,5.99
446,Seymchan,97,RU,1587212219,84,62.88,152.43,-2.2,8.3
447,Calbuco,75,CL,1587212219,93,-41.77,-73.13,55.4,5.82
448,Cuencamé de Ceniceros,96,MX,1587212220,30,24.87,-103.7,62.4,6.33
449,Usinsk,96,RU,1587212220,97,65.99,57.53,35.55,6.67
450,Owando,97,CG,1587212221,51,-0.48,15.9,89.1,3.83
451,Marabba,80,SD,1587212221,7,12.35,32.18,102.56,7.9
452,Nabire,100,ID,1587212221,85,-3.37,135.48,78.82,1.1
453,Vanimo,62,PG,1587212222,79,-2.67,141.3,81.91,5.68
454,Vardø,75,NO,1587212222,80,70.37,31.11,35.6,6.93
455,Hindoria,56,IN,1587212223,22,23.9,79.57,92.86,10.76
456,Liverpool,40,GB,1587212125,81,53.41,-2.98,48.99,8.05
457,Fairbanks,90,US,1587212223,100,64.84,-147.72,37.99,3.36
458,Saint George,1,US,1587211941,76,37.1,-113.58,52.0,3.36
459,Luxor,97,EG,1587212224,34,25.7,32.64,82.4,6.93
460,Salinas,90,US,1587212224,76,36.68,-121.66,55.4,6.93
461,Tabas,73,IR,1587212224,24,33.6,56.92,75.25,3.76
462,Maniitsoq,100,GL,1587212225,90,65.42,-52.9,25.9,17.11
463,San Andrés,20,CO,1587212225,83,12.58,-81.7,78.8,5.82
464,Atherton,99,GB,1587212105,61,53.52,-2.49,50.0,4.0
465,Luís Correia,78,BR,1587212225,79,-2.88,-41.67,82.85,2.73
466,Griffith,75,US,1587212226,87,41.53,-87.42,35.6,6.93
467,Petropavlovsk-Kamchatskiy,3,RU,1587212226,55,53.05,158.65,37.4,2.24
468,Florence,40,IT,1587212226,64,43.77,11.25,68.0,6.93
469,Mahajanga,20,MG,1587212226,39,-15.72,46.32,95.0,6.93
470,Bairiki Village,75,KI,1587212227,88,1.33,172.98,80.6,5.82
471,Lokosovo,98,RU,1587212227,69,61.13,74.82,54.16,11.1
472,Thunder Bay,90,CA,1587212026,44,48.4,-89.32,41.0,11.41
473,Meoqui,100,MX,1587212228,21,28.28,-105.48,59.41,3.13
474,San Nicolas,40,PH,1587212228,88,18.17,120.6,82.4,3.36
475,El Tigre,69,VE,1587212228,61,8.89,-64.25,76.06,13.44
476,Porto Velho,75,BR,1587212228,78,-8.76,-63.9,73.4,4.7
477,Ketchikan,1,US,1587212229,100,55.34,-131.65,44.6,6.93
478,Inhambane,40,MZ,1587212229,58,-23.86,35.38,87.8,9.17
479,Abnūb,24,EG,1587212229,36,27.27,31.15,77.0,11.41
480,Almenara,82,BR,1587212192,80,-16.18,-40.69,75.24,4.59
481,Mareeba,40,AU,1587212229,83,-17.0,145.43,78.8,1.16
482,Davydovka,73,RU,1587212230,46,51.16,39.43,49.6,16.28
483,Turiaçu,100,BR,1587212230,93,-1.66,-45.37,76.98,3.69
484,Marystown,56,CA,1587212230,87,47.17,-55.15,33.12,10.78
485,Buta,95,CD,1587212230,55,2.79,24.73,83.73,2.57
486,Mukhen,13,RU,1587212230,50,48.1,136.1,50.04,3.76
487,Mweka,89,CD,1587212163,75,-4.85,21.57,80.31,2.44
488,Riyadh,75,SA,1587212110,27,24.69,46.72,89.6,13.87
489,Carutapera,98,BR,1587212231,87,-1.2,-46.02,78.48,5.08
490,Ahipara,27,NZ,1587212231,87,-35.17,173.17,63.81,11.68
491,Wynyard,89,AU,1587212231,9,-41.0,145.72,55.99,3.0
492,Naples,40,IT,1587212220,64,40.83,14.25,68.0,6.93
493,Urengoy,100,RU,1587212232,98,65.97,78.37,38.61,19.66
494,Saryozek,0,KZ,1587212232,24,44.36,77.98,61.81,9.44
495,Hachinohe,90,JP,1587212232,87,40.5,141.5,50.0,21.92
496,Mayor Pablo Lagerenza,21,PY,1587212232,41,-19.93,-60.77,66.85,3.87
497,Oltu,79,TR,1587212232,19,40.55,42.0,66.0,5.01
498,Kul'dur,27,RU,1587212232,45,49.22,131.63,46.38,1.12
499,Touros,40,BR,1587212233,94,-5.2,-35.46,78.8,4.25
500,Onega,99,RU,1587212233,93,63.91,38.14,33.22,11.01
501,Aden,33,YE,1587211986,65,12.78,45.04,86.95,16.51
502,Sistranda,75,NO,1587212173,86,63.73,8.83,45.0,18.34
503,Mananjary,16,MG,1587212234,69,-21.22,48.33,80.64,7.63
504,Rosetta,0,EG,1587212234,64,31.4,30.42,71.6,11.41
505,Sapele,41,NG,1587212234,60,5.89,5.68,90.88,6.62
506,Khani,40,GE,1587212234,44,41.96,42.96,75.2,10.29
507,Port Pirie,75,AU,1587212235,77,-33.18,138.02,60.8,5.82
508,Kamenka,65,RU,1587212235,47,51.32,42.77,48.61,15.7
509,Santoña,20,ES,1587212235,77,43.44,-3.46,63.0,6.93
510,São Filipe,1,CV,1587212235,73,14.9,-24.5,70.92,25.41
511,Sayyan,60,YE,1587212236,21,15.17,44.32,71.11,6.89
512,Katsuura,20,JP,1587212236,67,35.13,140.3,60.8,23.04
513,Zhezkazgan,75,KZ,1587212236,21,47.8,67.71,75.2,15.66
514,Guozhen,96,CN,1587212236,62,34.37,107.36,53.02,6.69
515,Bud,1,US,1587212237,89,39.45,-86.18,35.01,3.36
516,Ponta Delgada,20,PT,1587212237,72,37.73,-25.67,62.6,12.75
517,Saint-Pierre,25,RE,1587212001,69,-21.34,55.48,82.4,24.16
518,Urambo,99,TZ,1587212237,56,-5.07,32.05,77.38,6.13
519,Visnes,0,NO,1587212237,70,59.36,5.22,52.0,10.29
520,Distrikt Brokopondo,79,SR,1587212238,75,4.75,-55.17,80.96,3.02
521,Wewak,78,PG,1587212238,79,-3.55,143.63,80.83,6.02
522,Kloulklubed,90,PW,1587212040,88,7.04,134.26,80.6,8.05
523,Valdivia,40,CL,1587212238,100,-39.81,-73.25,59.0,4.7
524,Pak Chong,70,TH,1587212238,52,14.71,101.42,84.94,2.19
525,Mana,81,GF,1587212238,76,5.66,-53.78,82.35,7.54
526,Vila do Maio,20,CV,1587212238,42,15.13,-23.22,80.6,24.16
527,Paita,8,PE,1587212239,77,-5.09,-81.11,72.52,10.02
528,Luanda,75,AO,1587211971,74,-8.84,13.23,82.4,8.05
529,Pastavy,71,BY,1587212239,50,55.12,26.83,47.17,14.63
530,Schmalkalden,92,DE,1587212239,46,50.72,10.45,73.0,2.57
531,Kerrobert,90,CA,1587212240,86,51.92,-109.13,33.8,13.87
532,Havre-St-Pierre,1,CA,1587212240,45,50.23,-63.6,26.6,3.36
533,Northam,55,GB,1587212241,88,51.03,-4.22,55.99,3.0
534,Kiama,40,AU,1587212241,93,-34.68,150.87,57.2,5.82
535,Kirkuk,3,IQ,1587212241,21,35.47,44.39,81.91,9.78
536,Noumea,34,NC,1587212095,65,-22.28,166.46,77.0,4.7
537,Markova,27,UA,1587212241,26,48.68,24.41,57.2,2.24
538,Andenes,100,NO,1587212242,100,69.31,16.12,39.2,12.75
539,Kuril'sk,0,RU,1587212242,74,45.23,147.88,37.74,5.79
540,Whitehorse,20,CA,1587212225,80,60.72,-135.05,32.0,3.36
541,Palomares,62,MX,1587212242,85,17.15,-95.07,75.16,4.63
542,Camacha,20,PT,1587212243,63,33.08,-16.33,66.2,11.41
543,Alyangula,32,AU,1587212243,94,-13.85,136.42,77.0,8.68
544,Fort Frances,90,CA,1587212243,41,48.6,-93.4,42.8,6.93
545,Beryslav,34,UA,1587212244,47,46.84,33.43,60.01,8.46
546,Bose,100,IT,1587212244,46,45.46,8.01,73.0,5.01
547,Haverfordwest,93,GB,1587212244,76,51.8,-4.97,51.8,5.82
548,San Isidro,97,PE,1587212244,88,-12.12,-77.05,66.2,3.36
549,Ambikāpur,40,IN,1587212244,17,23.12,83.2,92.98,6.76
550,Takaka,55,NZ,1587212245,92,-40.85,172.8,57.0,3.0
551,Senneterre,20,CA,1587212245,73,48.38,-77.23,26.6,9.17
552,Kingston,20,JM,1587211999,74,18.0,-76.79,78.8,4.7
553,Tabou,79,CI,1587212245,80,4.42,-7.35,84.72,8.84
554,Lagos,75,NG,1587212245,66,6.58,3.75,91.4,5.82
555,Chanika,100,TZ,1587212245,79,-5.42,38.02,71.4,4.18
556,Martapura,40,ID,1587212246,74,-3.42,114.85,86.0,3.36
557,Greensburg,90,US,1587212247,100,40.3,-79.54,37.0,10.29
558,Puebla,5,MX,1587212244,66,18.83,-98.0,57.0,4.7
559,Tarakan,82,ID,1587212247,73,3.3,117.63,82.99,5.7
560,Bonavista,48,CA,1587212247,69,48.65,-53.11,32.0,14.0
561,Teguise,75,ES,1587212248,82,29.06,-13.56,66.2,12.75
562,Kutulik,78,RU,1587212248,52,53.35,102.78,39.67,12.86
563,Pitsunda,61,GE,1587212248,48,43.16,40.34,64.0,13.42
564,Wonthaggi,100,AU,1587212248,96,-38.6,145.59,54.0,5.64
565,Chingirlau,97,KZ,1587212249,57,51.09,54.08,51.85,12.73
566,Fort Nelson,20,CA,1587212249,82,58.81,-122.7,32.0,6.93
567,Grindavik,90,IS,1587212249,93,63.84,-22.43,46.4,24.16
568,Mahenge,86,TZ,1587212249,70,-8.68,36.72,74.91,3.13
569,Conselheiro Lafaiete,75,BR,1587212074,93,-20.66,-43.79,59.0,4.7
570,Sept-Îles,20,CA,1587212098,53,50.2,-66.38,26.6,1.14
571,Butembo,99,CD,1587212250,64,0.15,29.28,65.52,1.57
572,Osa,100,RU,1587212251,65,57.28,55.46,41.77,13.51
573,Vestmanna,0,FO,1587212251,75,62.16,-7.17,46.4,19.46
574,Uyuni,0,BO,1587212251,22,-20.46,-66.83,41.99,4.45
575,Bengkulu,93,ID,1587211960,78,-3.8,102.27,79.95,1.28
576,Port Lincoln,16,AU,1587212251,73,-34.73,135.87,61.02,5.35
577,La Sarre,17,CA,1587211970,92,48.8,-79.2,24.62,8.95
578,Turukhansk,100,RU,1587212252,78,65.82,87.98,40.32,12.3
579,George,1,ZA,1587212252,47,-33.96,22.46,77.0,6.93
580,Pemangkat,97,ID,1587212017,83,1.17,108.97,78.55,4.45
581,Rockwall,1,US,1587212253,100,32.9,-96.4,44.01,5.93
582,Forestville,1,US,1587212253,93,38.85,-76.88,48.2,3.24
583,Constitución,95,CL,1587212253,92,-35.33,-72.42,61.61,6.44
584,Mishelevka,94,RU,1587212253,53,52.86,103.17,40.86,12.88
585,Sinawilan,20,PH,1587212254,69,6.75,125.25,82.4,3.36
586,Lüderitz,0,NA,1587212254,56,-26.65,15.16,71.6,3.36
